,no,id_numbers,id,tweets,keywords
280,280,['1666124245062021126'],1.67e+18,@staylorish Denmark [pre ukraine] found out quickly that when they need to import power from Germany [pre wind down of their nuclear] at times when their renewable [mainly wind] couldn?â‚¬?t deliver they were charged a premium. When they had excess power they had to sell at a discount.,nuclear renewables
281,281,['1666123788705050634'],1.67e+18,"@CarolineLucas @RichardJMurphy Those are valid criticisms, but we need a solid baseline power supply that can underpin the vagaries  of wind and solar output. Nuclear has been grossly under developed, due to fear mongering and unfair risk aversion. Baseline nuclear and majority renewable seems sensible.",nuclear renewables
282,282,['1666123309140914190'],1.67e+18,"""History will remember those who stubbornly continued to promote nuclear power as a cabal who jammed a rusty radioactive spoke into the renewable energy wheel &amp; called it a tune-up To deliberately impede and delay progress at a time of climate crisis...1/2 https://t.co/bn5Q3wtDky",nuclear renewables
285,285,['1666121177142534145'],1.67e+18,"@Jord12115084 Depends on how you scope it of course ???? Both hydro and nuclear are green (no direct emissions) but are often not included in the ""renewable"" or ""green"" category, while biomass, which has horrible emissions, is ?????â‚¬???????",nuclear renewables
287,287,['1666120847130521601'],1.67e+18,"@nuclearzak Let's make a larger generalization - renewable energy sources are not designed to produce energy on demand.
They need help.
Why do so many RE advocates push back so hard when nuclear advocates say we can help?",nuclear renewables
288,288,['1666118866877947904'],1.67e+18,"@kevindkillough 1/ There are many, many ways the numbers are gamed.  True first cost and install #'s, maintenance cost, running the real grid (gas, nuclear, coal) extremely in efficiently, the cost of which should be borne by renewable sector; having to put $B's into synch condensers",nuclear renewables
289,289,['1666117292164251648'],1.67e+18,"RT @MuffiWilliam: Wind Solar Water and Storage are the safest path forward.????????

?????? Nuclear Waste and accidents are so dangerous to the local?â‚¬?",nuclear renewables
290,290,['1666114888056414209'],1.67e+18,"RT @Keir_Starmer: With Labour, home-grown renewable and nuclear energy will drive growth across Britain.

Labour?â‚¬?s plan will boost energy s?â‚¬?",nuclear renewables
294,294,['1666111655174914048'],1.67e+18,@wombat_ee @TheArisen01 Renewables are a misallocation of resources. Net zero will require almost 100% nuclear backup of renewable capacity. If so why waste time and money on renewables? Personally I think net zero is stupid but that's another argument.,nuclear renewables
295,295,['1666110837914759168'],1.67e+18,"Doing a full year long course on Renewable Energies,
I will just be missing the nuclear experience at this point",nuclear renewables
297,297,['1666109743843401729'],1.67e+18,"RT @TheGreenParty: ???? ""Nuclear is not going to help us out in this climate emergency.""

@carla_denyer speaks to the BBC about the need to in?â‚¬?",nuclear renewables
298,298,['1666155983394213889'],1.67e+18,"RT @Leigh_Phillips: Let?â‚¬?s look at the results: (the greener, the less carbon intensive the grid; the browner the opposite) All those green?â‚¬?",nulcear carbon
300,300,['1666155165039067159'],1.67e+18,"RT @TVAnews: The Watts Bar Nuclear Plant team wrapped up their unit 1 spring outage last month, completing 11,000 work activities! This har?â‚¬?",nulcear carbon
304,304,['1666152362128601088'],1.67e+18,"Let?â‚¬?s look at the results: (the greener, the less carbon intensive the grid; the browner the opposite) All those green bits primarily depend upon hydro, nuclear or some combination of the two (yes, including DK, which piggybacks off others?â‚¬? firm supply) https://t.co/rQoJxqMBFY https://t.co/UVbiiOtC8l",nulcear carbon
307,307,['1666149208762482708'],1.67e+18,"The Watts Bar Nuclear Plant team wrapped up their unit 1 spring outage last month, completing 11,000 work activities! This hard work from our team returned the unit to its full generating capacity supplying carbon-free energy for 650,000 homes and businesses. #NuclearEnergy https://t.co/axL4b6vno3",nulcear carbon
309,309,['1666148057031794688'],1.67e+18,"RT @Leigh_Phillips: This is actually a rare Starmer win.

The truth is that France?â‚¬?s publicly built nuclear fleet (1979-88) experienced the?â‚¬?",nulcear carbon
310,310,['1666147714311274496'],1.67e+18,"This is actually a rare Starmer win.

The truth is that France?â‚¬?s publicly built nuclear fleet (1979-88) experienced the fastest decline in carbon intensity of energy in history; isn?â‚¬?t intermittent like Caroline?â‚¬?s wind &amp; solar; and enjoys some of the cheapest elec in EU. https://t.co/CByvzih1Xe",nulcear carbon
311,311,['1666146331734290439'],1.67e+18,"Hey hey, pssst! Want to know how to get safe, reliable, and zero carbon emissions power and steam production? Check out this article on Dow's Seadrift location being selected for the X-Energy Advanced SMR Nuclear Project. Click the link for all the deets: https://t.co/PfLE4jt9nV""",nulcear carbon
312,312,['1666144706860810249'],1.67e+18,"@IzzyDiggy @bryan_trades @historyinmemes Nuclear power plants on a proportional level, are safe and cause fewer human casualties (as well as less carbon footprint) than any other power source, including green tech",nulcear carbon
313,313,['1666141186401107975'],1.67e+18,RT @Stphn_42: @TheGreenParty @carla_denyer My opinion of Carla Denyer is falling. Opposing low carbon energy in a climate emergency is bad?â‚¬?,nulcear carbon
314,314,['1666140855420190730'],1.67e+18,RT @AbidaRafiqueAni: Will commercial ships go nuclear in the near future? Interest is growing in using new reactor #technologies  to scale?â‚¬?,nulcear carbon
315,315,['1666140022104260633'],1.67e+18,"The first new nuclear reactor built in the U.S. in more than 40 years is now up and running in Georgia.  The completion of Plant Vogtle Unit 3 is a major milestone not just for the long-delayed project itself, but for nuclear energy in the United States. 
https://t.co/7futMVHt8S",nulcear carbon
316,316,['1666138943094657030'],1.67e+18,"Will commercial ships go nuclear in the near future? Interest is growing in using new reactor #technologies  to scale back the maritime industry?â‚¬?s carbon footprint.
@zohaib24hdj @AsmaKhawaja5 @DrMFaisal @zafar_jaspal @SalmanAneel @adilsultan @CIMSEC @ForeignOfficePk https://t.co/XSTGjqPoDb",nulcear carbon
319,319,['1666131689196904448'],1.67e+18,"Dow's Seadrift, Texas Location Selected for X-Energy Advanced SMR Nuclear Project To Deliver Safe, Reliable, Zero Carbon Emissions Power and Steam Production: 3BL Media https://t.co/ChP0OY5w9b 

MORE w/ EcoSearch: https://t.co/wvCPxYYAv3",nulcear carbon
321,321,['1666129554480541710'],1.67e+18,"$DOW [15s. delayed]: Issued Press Release on June 06, 13:00:00: Dow?â‚¬?s Seadrift, Texas Location Selected for X-Energy Advanced SMR Nuclear Project To Deliver Safe, Reliable, Zero Carbon Emissions Power and Steam Production https://t.co/JlWxCESIVt",nulcear carbon
322,322,['1666129549950693399'],1.67e+18,"$the [15s. delayed]: Issued Press Release on June 06, 13:00:00: Dow?â‚¬?s Seadrift, Texas Location Selected for X-Energy Advanced SMR Nuclear Project To Deliver Safe, Reliable, Zero Carbon Emissions Power and Steam Production https://t.co/eSjqpXAmQF",nulcear carbon
323,323,['1666129481684090880'],1.67e+18,"$DOW Dow?â‚¬?s Seadrift, Texas Location Selected for X-Energy Advanced SMR Nuclear Project To Deliver Safe, Reliable, Zero Carbon Emissions Power and Steam Production

#trading #stocks
https://t.co/KlvYjN6yyK",nulcear carbon
325,325,['1666125873827950592'],1.67e+18,"The ""additionality"" principle requires that new, carbon-free sources be used to power H2 generation facilities.  (Note:  nuclear plant power uprates would qualify as new generation.)  4/16",nulcear carbon
326,326,['1666125229414924288'],1.67e+18,"To keep global warming below 2 degrees by 2050, at least 80% of global electricity generation must be shifted to these low carbon sources (Source: IEA). Are you surprised nuclear energy has the lowest lifecycle emissions? https://t.co/m6ozSEvNz7",nulcear carbon
327,327,['1666125061059903492'],1.67e+18,"Dow?â‚¬?s Seadrift, Texas Location Selected for X-Energy Advanced SMR Nuclear Project To Deliver Safe, Reliable, Zero Carbon Emissions Power and Steam Production https://t.co/lyTqjhwLfX https://t.co/yzJh1FEKfK",nulcear carbon
328,328,['1666124533043003392'],1.67e+18,"@adrianeaux I don't know of anyone who says 100% nuclear. What I meant to say that ""And no, I don't think post-carbon energy sources should be exclusively nuclear"" as opposed to ""nuclear above everything else""",nulcear carbon
329,329,['1666122000077664258'],1.67e+18,"in the meantime..

""Worldwide we need to double the amount of nuclear capacity, possibly  even triple it by 2050 in order to meet our net-zero carbon goals,?â‚¬? U.S.  Assistant Secretary of Energy Kathryn Huff said"" 

https://t.co/v6uqeVhydL",nulcear carbon
330,330,['1666121717549244416'],1.67e+18,"@MarvolianJoe @TheGreenParty @carla_denyer The definition of green hydrogen is flawed, green hydrogen is produced by electrolysis using renewable energy only (renewable energy is not carbon neutral). So hydrogen produced using nuclear is not green hydrogen. You do realise blue MUST use carbon capture to offset production.",nulcear carbon
331,331,['1666121663941943297'],1.67e+18,@dorfman_p @historyscoper Most of the comments in the article are so wrong that I have to wonder if this is satire. Baseload is a very well understood concept among utilities. The article also provides no facts and is risible. Nuclear is really the best way to reduce carbon emissions.,nulcear carbon
332,332,['1666119043881873409'],1.67e+18,"""It is our responsibility to the world to produce carbon-free power, to reduce emissions."" - Julia Sharma, P.E. Nuclear Safety Analyst at @xenergynuclear.
Learn more about X-Energy's mission to meet the world's energy demands with advanced nuclear below ?????? https://t.co/DoB9JXn4bf",nulcear carbon
333,333,['1666118615500832770'],1.67e+18,@TomStDenis2 @calgarysun Except Quebec. I would like to know where this carbon tax is going as well. Nuclear seems to be the only option for a lot of provinces. Is this socialist government going to pay for those?,nulcear carbon
335,335,['1666115013906505729'],1.67e+18,RT @sizewellc: At Sizewell C we have an exciting vision to bring #nuclear and hydrogen together to help us make big reductions in carbon em?â‚¬?,nulcear carbon
336,336,['1666113818823389185'],1.67e+18,"RT @Stphn_42: @carla_denyer I expected better from you. 

You claim that ""nuclear energy is 8-11x more carbon intensive than renewables.""?â‚¬?",nulcear carbon
337,337,['1666113490212323330'],1.67e+18,"RT @RJBono18: @carla_denyer Wind and solar are not the ?â‚¬?solution?â‚¬?. Germany has invested 500B in RE, yet yesterday their carbon intensity wa?â‚¬?",nulcear carbon
339,339,['1666111904409075715'],1.67e+18,@Scipio4fricanus @TheArisen01 People aren't onboard with a big nuclear buildout yet. I'd rather wind and solar be built to reduce carbon in the meantime than no action be taken at all.,nulcear carbon
341,341,['1666109960948707329'],1.67e+18,"@carla_denyer Wind and solar are not the ?â‚¬?solution?â‚¬?. Germany has invested 500B in RE, yet yesterday their carbon intensity was 12X that of nuclear France, at 2X the grid electricity cost. Their Economics Minister just announced that this winter it will burn coal as RE is ?â‚¬?not enough?â‚¬?. https://t.co/PzeNrN4PUT",nulcear carbon
342,342,['1666109336790130688'],1.67e+18,"@JigarShahDC Military planes R built by Defense Contractors in factories while Aircraft carriers are built by US Naval Shipyards. These capital ships are the most important warships, largest in the fleet.  They are different as are NPPs hard to fight w/o carriers or carbon war without NUCLEAR https://t.co/4JDvmGzj4T",nulcear carbon
